-100,-5.010021446057247
-97,-4.955874276450266
-94,-4.899655046854579
-91,-4.841357711055359
-88,-4.780981692414925
-85,-4.718531946967669
-82,-4.654018976472389
-79,-4.58745879171437
-76,-4.5188728274365895
-73,-4.448287811329317
-70,-4.3757355904865936
-67,-4.3012529196174425
-64,-4.22488121605662
-61,-4.146666287238984
-58,-4.0666580367765786
-55,-3.9849101556102364
-52,-3.9014798049090085
-49,-3.8164272974801783
-46,-3.729815784457262
-43,-3.641710953987525
-40,-3.552180748584505
-37,-3.461295107791269
-34,-3.369125742867856
-31,-3.2757459504279165
-28,-3.181230472366001
-25,-3.085655410103936
-22,-2.9890982022124666
-19,-2.8916376759064395
-16,-2.7933541848431465
-13,-2.6943298481456055
-10,-2.594648908685093
-7,-2.494398232422574
-4,-2.3936679750073426
-1,-2.2925524467515905
2,-2.19115121227672
5,-2.089570466050347
8,-1.9879247288131023
11,-1.8863389110807969
14,-1.7849507862488352
17,-1.6839139039853592
20,-1.5834009498691355
23,-1.4836075133482682
26,-1.3847561554029704
29,-1.2871005615842182
32,-1.1909294187866823
35,-1.0965694644409105
38,-1.0043869366783282
41,-.9147864371978571
44,-.8282060698657796
47,-.7451077365715626
50,-.6659617779433588
53,-.5912258420147446
56,-.5213189628142342
59,-.4565931813227472
62,-.3973062901919311
65,-.34359994633809016
68,-.2954870521233963
71,-.25285084905081906
74,-.21545594270199828
77,-.18296917993670417
80,-.15498665955413266
83,-.13106260209762965
86,-.11073630610923609
89,-.09355459741697725
92,-.07908854407952068
95,-.06694437522499791
98,-.056769317899647564
101,-.048253440537313466
104,-.041128656056299145
107,-.035165912744737036
110,-.03017139171269143
113,-.025982307095909596
116,-.02246270837903076
119,-.019499528459016844
122,-.016999007459389308
125,-.014883545008015113
128,-.01308898464862513
131,-.011562305464696162
134,-.010259681354270654
137,-.009144862755432111
140,-.008187835443575119
143,-.0073637138947068
146,-.006651831068722336
149,-.0060349913434518425
152,-.0054988581579046725
155,-.00503145239774352
158,-.004622741538444153
161,-.004264303011380313
164,-.0039490481905238945
167,-.0036709958565056787
170,-.0034250860364419575
173,-.0032070268006667234
176,-.0030131679769175137
179,-.002840396868833042
182,-.002686051982666308
185,-.002547851511338413
188,-.002423833929796
191,-.002312308546205855
194,-.00221181425133113
197,-.0021210850310764673
200,-.0020390210689887537
